,metascore,name,console,userscore,date,genre(s),developer,publisher,rating,esrb descriptors,number of online players,special controllers,number of players,official site,franchise
8998,72,Lemony Snicket's A Series of Unfortunate Events,GBA,8,"Nov 10, 2004","2D, Action, Platformer",Griptonite Games,Activision,E,Violence, , ,1 Player, ,
8999,72,Test Drive: Eve of Destruction,XBOX,8.7,"Aug 25, 2004","Demolition Derby, Driving",Monster Games Inc.,Atari,T,Mild Lyrics Mild Violence Simulated Gambling, , ,1-4 Players, ,Test Drive Series
9000,72,Sudeki,XBOX,8.2,"Jul 20, 2004","Action RPG, Role-Playing",Climax Group,Microsoft Game Studios,M,Blood and Gore Violence, , ,1 Player, ,
9001,72,Shrek 2,GBA,3.8,"Apr 28, 2004","3D, Action, Platformer",Vicarious Visions,Activision,E,Mild Animated Violence Mild Cartoon Violence, , ,1 Player, ,Shrek Series
9002,72,Sonic Heroes,GC,7.8,"Jan 5, 2004","3D, Action, Platformer",Sonic Team,Sega,E,Mild Fantasy Violence, , ,1-2 Players, ,Sonic the Hedgehog Series
9003,72,Sega GT Online,XBOX,7.7,"Jan 27, 2004","Driving, GT / Street, Racing",Wow Entertainment,Sega,T,Mild Lyrics, , ,1-4 Players, ,Sega GT Series
9004,72,Zoo Tycoon 2,PC,8.2,"Nov 11, 2004","Business / Tycoon, Management, Strategy, Tycoon",Blue Fang Games,Microsoft Game Studios,E,Violence, , ,1 Player,http://zootycoon.com/Products/default.htm,Zoo Tycoon Series
9005,72,The Political Machine,PC,5.4,"Aug 12, 2004","General, Strategy",Stardock,Ubisoft,T,Edutainment, , ,1-2 Players, ,The Political Machine Series
9006,72,Sega SuperStars,PS2,7.5,"Nov 3, 2004","Miscellaneous, Party",Sonic Team,Sega,T,Violence, ,Camera,1 Player, ,
9007,72,Uru: The Path of the Shell,PC,7,"Jul 7, 2004","3D, Adventure, Fantasy, First-Person",Cyan Worlds,Ubisoft,E, , , ,1 Player, ,Myst Series
9008,72,Shrek 2,XBOX,4.2,"Apr 28, 2004","3D, Action, Platformer","Luxoflux, Inc.",Activision,E,Comic Mischief Violence, , ,1-4 Players, ,Shrek Series
9009,72,IndyCar Series 2005,XBOX,tbd,"Jun 22, 2004","Driving, Formula One, Racing",Codemasters,Codemasters,E,Mild Lyrics Violence, ,Headset Steering Wheel,1-12 Players, ,IndyCar Series
9010,72,All-Star Baseball 2005,PS2,8.6,"Apr 8, 2004","Baseball, Sim, Sports, Traditional",Acclaim,Acclaim,E, , ,Headset,1-4 Players, ,
9011,71,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,8.5,"Mar 2, 2004","Card Battle, Miscellaneous",Sonic Team,Sega,T,Fantasy Violence, , ,1-4 Players, ,Phantasy Star Online Series
9012,71,CT Special Forces,GBA,tbd,"Jan 4, 2004","Action, General",LSP,Hip Games,T,Violence, , ,1-2 Players, ,
9013,71,Syberia II,XBOX,7.4,"Oct 5, 2004","Adventure, Fantasy, Third-Person",Microids,XS Games,T,Mild Language Use of Alcohol, , ,1 Player, ,Syberia Series
9014,71,Mario Party 6,GC,8,"Dec 6, 2004","Miscellaneous, Party",Hudson Soft,Nintendo,E,Comic Mischief, , ,1-4 Players, ,Mario Series
9015,71,Space Interceptor: Project Freedom,PC,6.6,"Nov 9, 2004","Civilian, Large Spaceship, Sci-Fi, Simulation, Space",City Interactive,Merscom LLC,T,Mild Language Violence, , ,1 Player, ,
9016,71,Forgotten Realms: Demon Stone,PS2,6.9,"Sep 14, 2004","Action u""Beat-Em-Up""",Stormfront Studios,Atari,T,Blood Violence, , ,1 Player, ,Dungeons & Dragons Series
9017,71,BloodRayne 2,XBOX,8.2,"Oct 12, 2004","Action, Fantasy, Shooter, Third-Person",Terminal Reality,Majesco Games,M,Blood and Gore Intense Violence Mature Sexual Themes Sexual Themes Strong Language, , ,1 Player, ,BloodRayne Series
9018,71,Samurai Warriors,XBOX,6.4,"Jul 13, 2004","Action u""Beat-Em-Up""",Omega Force,Koei,T,Suggestive Themes Violence, , ,1-2 Players, ,Samurai Warriors Series
9019,71,Starshatter,PC,8.7,"Jul 1, 2004","Combat, Sci-Fi, Simulation, Small Spaceship, Space",Destroyer Studios,Matrix Games, , , , ,1-12 Players, ,Starshatter Series
9020,71,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,8.2,"Oct 12, 2004","3D, Action, Platformer",Krome Studios,EA Games,E,Violence, , ,1-2 Players, ,Ty the Tasmanian Tiger Series
9021,71,Breakdown,XBOX,8.1,"Mar 16, 2004","Action Adventure, Horror",Namco,Namco,M,Blood and Gore Intense Violence, , ,1 Player, ,
9022,71,Tak 2: The Staff of Dreams,PS2,8.3,"Oct 11, 2004","3D, Action, Platformer",Avalanche Software,THQ,E,Animated Violence Cartoon Violence, , ,1-2 Players, ,Tak Series
9023,71,Dynasty Warriors 4: Empires,PS2,8.7,"Aug 31, 2004","Action u""Beat-Em-Up""",Omega Force,Koei,T,Mild Language Violence, , ,1-2 Players, ,Dynasty Warriors Series
9024,71,Resident Evil Outbreak,PS2,8.4,"Mar 31, 2004","Action Adventure, Horror",Capcom,Capcom,M,Blood and Gore Intense Violence, ,Harddrive,1-4 Players, ,Resident Evil Series
9025,71,Sentinel: Descendants in Time,PC,tbd,"Dec 14, 2004","Adventure, General",Detalion,The Adventure Company,E,Mild Violence, , ,1 Player, ,
9026,71,Men of Valor,PC,6.2,"Oct 29, 2004","Action, Arcade, First-Person, Historic, Shooter",2015,VU Games,M,Blood Drug Reference Strong Language Violence, , ,1-24 Players, ,
9027,71,EyeToy: AntiGrav,PS2,7.8,"Nov 9, 2004","Alternative, Other, Sports",Harmonix Music Systems,SCEA,E, , ,Camera,1-4 Players, ,
9028,71,Shrek 2,PS2,6,"Apr 28, 2004","3D, Action, Platformer","Luxoflux, Inc.",Activision,E,Comic Mischief Violence, , ,1-4 Players, ,Shrek Series
9029,70,BloodRayne 2,PS2,8.5,"Oct 12, 2004","Action, Fantasy, Shooter, Third-Person",Terminal Reality,Majesco Games,M,Blood and Gore Intense Violence Mature Sexual Themes Sexual Themes Strong Language, , ,1 Player, ,BloodRayne Series
9030,70,Tom Clancy's Ghost Recon: Jungle Storm,PS2,6.3,"Mar 16, 2004","Action, First-Person, Modern, Shooter, Tactical",Red Storm Entertainment,Ubisoft,T,Violence, ,Headset,1-8 Players, ,Tom Clancy Series
9031,70,The Urbz: Sims in the City,PS2,8.2,"Nov 9, 2004","Miscellaneous, Virtual Life",Maxis,EA Games,T,Crude Humor Mature Sexual Themes Sexual Themes Violence, ,Camera,1-2 Players, ,Sims Series
9032,70,Scaler,PS2,8.5,"Oct 21, 2004","3D, Action, Platformer",Artificial Mind and Movement,Global Star Software,E,Animated Violence, , ,1 Player, ,
9033,70,Harry Potter and the Prisoner of Azkaban,PS2,8.7,"Jun 2, 2004","Action Adventure, Fantasy",EA Games,EA Games,E,Fantasy Violence, ,Camera,1 Player, ,Harry Potter Series
9034,70,Desert Rats vs. Afrika Korps,PC,7.5,"Mar 31, 2004","General, Historic, Real-Time, Strategy",Digital Reality,"Encore Software, Inc.",T,Blood Strong Language Violence, , ,1-4 Players, ,
9035,70,Worms 3D,PS2,7.7,"Mar 11, 2004","General, Strategy",Team 17,Acclaim,T,Animated Violence, , ,1-4 Players, ,Worms Series
9036,70,Steel Battalion: Line of Contact,XBOX,8,"Feb 27, 2004","Mech, Sci-Fi, Simulation",Capcom,Capcom,T,Blood Violence, , ,1-10 Players, ,
9037,70,Gallop Racer 2004,PS2,8.7,"Aug 31, 2004","Alternative, Horse Racing, Sports",Tecmo,Tecmo,E,Simulated Gambling, , ,1-4 Players, ,Gallop Racer Series
9038,70,Tenchu: Return From Darkness,XBOX,6,"Mar 10, 2004","Action Adventure, Fantasy",K2 LLC,Activision,M,Blood and Gore Intense Violence, , ,1-2 Players, ,Tenchu Series
9039,70,Shrek 2,GC,4.7,"Apr 28, 2004","3D, Action, Platformer","Luxoflux, Inc.",Activision,E,Comic Mischief Violence, , ,1-4 Players, ,Shrek Series
9040,70,Bomberman Jetters,GC,7.9,"Mar 10, 2004","Action, Fantasy, Shooter, Third-Person",Hudson,Majesco Games,E,Mild Animated Violence Mild Cartoon Violence, , ,1-4 Players, ,Bomberman Series
9041,70,The Urbz: Sims in the City,XBOX,6.5,"Nov 9, 2004","Miscellaneous, Virtual Life",Maxis,EA Games,T,Crude Humor Mature Sexual Themes Sexual Themes Violence, , ,1-2 Players, ,Sims Series
9042,70,Ty the Tasmanian Tiger 2: Bush Rescue,GC,8.6,"Oct 12, 2004","3D, Action, Platformer",Krome Studios,EA Games,E,Violence, , ,1-2 Players, ,
9043,70,.hack//Quarantine Part 4,PS2,8.3,"Jan 14, 2004","Action RPG, Role-Playing",CyberConnect2,Bandai,T,Mature Sexual Themes Mild Language Violence, , ,1 Player, ,.hack Series
9044,70,Killzone,PS2,7.3,"Nov 2, 2004","Action, First-Person, Sci-Fi, Shooter",Guerrilla,SCEA,M,Blood Strong Language Violence,16 Players Online,Headset Keyboard,1-2 Players, ,Killzone Series
9045,70,Pitfall: The Lost Expedition,PS2,8.4,"Feb 18, 2004","3D, Action, Platformer",Edge of Reality,Activision,E,Mild Suggestive Themes Violence, , ,1 Player, ,Pitfall Series
9046,70,Tom Clancy's Rainbow Six 3,PS2,8.1,"Mar 24, 2004","Action, First-Person, Modern, Shooter, Tactical",Ubisoft Shanghai,Ubisoft,M,Blood Violence, , ,1-6 Players, ,Tom Clancy Series
9047,70,Lemony Snicket's A Series of Unfortunate Events,XBOX,7.2,"Nov 10, 2004","3D, Action, Platformer",Activision,Activision,E,Mild Violence, , ,1 Player, ,
9048,70,Pinball Hall of Fame - The Gottlieb Collection,XBOX,tbd,"Nov 18, 2004","Miscellaneous, Parlor, Pinball",Farsight Studios,Crave,E,Mild Suggestive Themes Suggestive Themes, , ,1-4 Players, ,
9049,70,Mr. Driller: Drill Spirits,DS,8,"Nov 30, 2004","Action, General, Miscellaneous, Puzzle",Namco,Namco,E, , , ,1-5 Players, ,Mr. Driller Series
9050,70,Yager,XBOX,8,"Oct 5, 2004","Action Adventure, Sci-Fi",Yager,Kemco,T,Alcohol Reference Mild Language Violence, , ,1 Player, ,
9051,70,Delta Force: Black Hawk Down - Team Sabre,PC,7.6,"Jan 20, 2004","Action, First-Person, Modern, Shooter, Tactical",Ritual Entertainment,NovaLogic,T,Blood Violence, , ,1-32 Players,http://www.blackhawkdownthegame.com/,Delta Force Series
9052,69,Shark Tale,GC,4.5,"Sep 27, 2004","3D, Action, Platformer",Edge of Reality,Activision,E,Animated Violence Cartoon Violence, ,Dance Mat,1 Player, ,
9053,69,Ty the Tasmanian Tiger 2: Bush Rescue,XBOX,8.4,"Oct 12, 2004","3D, Action, Platformer",Krome Studios,EA Games,E,Violence, , ,1-2 Players, ,
9054,73,Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch,XONE,7.7,"Jan 26, 2016","Action Adventure, General, Linear","Crystal Dynamics, Nixxes Software",Square Enix,M, , , , , ,Tomb Raider Series
9055,72,Headmaster,PS4,7.1,"Oct 13, 2016","Arcade, Soccer, Sports, Team",Frame Interactive,Sony Interactive Entertainment,E10+, , ,PlayStation VR Required, , ,
9056,72,Dead Rising 4,XONE,4.7,"Dec 6, 2016","Action Adventure, Open-World","Capcom, Capcom Vancouver",Microsoft Game Studios,M, ,Up to 4 Players, , , ,Dead Rising Series
9057,72,Tricky Towers,PS4,7,"Aug 2, 2016","Puzzle, Stacking","WeirdBeard B.V., WeirdBeard",WeirdBeard B.V.,E, ,Up to 4 Players, , ,http://www.trickytowers.com/,
9058,72,Layers of Fear,PC,7.6,"Feb 16, 2016","3D, Adventure, First-Person",Bloober Team,Bloober Team, , ,No Online Multiplayer, , , ,
9059,72,Wayward Sky,PS4,7.1,"Oct 10, 2016","Action, General",Uber Entertainment,Uber Entertainment,T, , ,"Move Required, PlayStation VR Required PlayStation VR Required", , ,
9060,72,Return to PoPoLoCrois: A Story of Seasons Fairytale,3DS,6.7,"Mar 1, 2016","General, Strategy",Marvelous Inc.,XSEED Games,E10+, , , , , ,Harvest Moon Series
9061,72,Gurumin 3D: A Monstrous Adventure,3DS,7.6,"Oct 13, 2016","Action RPG, Role-Playing",Falcom,Mastiff,E10+, , , , ,http://www.gurumin.us,
9062,72,Hitman GO: Definitive Edition,PC,4.1,"Feb 23, 2016","General, Strategy, Turn-Based",Square Enix Montreal,Square Enix,E10+, ,No Online Multiplayer,Oculus Rift, , ,Hitman Series
9063,72,Steep,PC,6.9,"Nov 18, 2016","Individual, Ski / Snowboard, Sports",Ubisoft Annecy,Ubisoft,T, ,Online Multiplayer, , , ,
9064,72,Yo-kai Watch 2: Bony Spirits,3DS,7.7,"Sep 30, 2016","Role-Playing, Trainer",Level 5,Nintendo,E10+, ,2 Players, , , ,Yo kai Watch Series
9065,72,Mirror's Edge Catalyst,XONE,5.7,"Jun 7, 2016","Action, Action Adventure, First-Person, General, Modern
, Shooter",EA DICE,Electronic Arts,T, , , , ,http://www.mirrorsedge.com/,Mirror\'s Edge Series
9066,72,Let It Die,PS4,7.3,"Dec 3, 2016","Action, General",Grasshopper Manufacture,GungHo,M, ,No Online Multiplayer, , , ,
9067,72,Assassin's Creed: The Ezio Collection,PS4,7.5,"Nov 15, 2016","Compilation, Miscellaneous",Ubisoft Montreal,Ubisoft,M, , , , , ,Assassin\'s Creed Series
9068,72,Ray Gigant,VITA,8.1,"May 3, 2016","General, Role-Playing",Bandai Namco Games,Bandai Namco Games,T, , , , , ,
9069,72,Dragon Ball: Xenoverse 2,PS4,7.7,"Oct 25, 2016","3D, Action, Fighting",Dimps Corporation,Bandai Namco Games,T, ,Up to 6 Players, , , ,Dragon Ball Series
9070,72,Superdimension Neptune VS Sega Hard Girls,VITA,8.2,"Oct 18, 2016","Action, General, Japanese-Style, Role-Playing",Compile Heart,Idea Factory,T, , , , , ,Hyperdimension Neptunia Series
9071,72,Jotun: Valhalla Edition,PS4,7,"Sep 9, 2016","Action, General",Thunder Lotus Games,Thunder Lotus Games,T, , , , , ,
9072,72,Alone With You,PS4,6.8,"Aug 23, 2016","Adventure, General",Benjamin Rivers,Benjamin Rivers,E10+, , , , , ,
9073,72,Duke Nukem 3D: 20th Anniversary World Tour,PC,7.1,"Oct 11, 2016","Action, Arcade, First-Person, Shooter",Gearbox Software,Gearbox Software,M, ,Online Multiplayer, , , ,Duke Nukem Series
9074,72,Psycho-Pass: Mandatory Happiness,PS4,6.8,"Sep 13, 2016","Adventure, Visual Novel",5pb,NIS America,T, , , , , ,
9075,72,LEGO Star Wars: The Force Awakens,PC,7.7,"Jun 28, 2016","Action Adventure, General",TT Games,Warner Bros. Interactive Entertainment,E10+, ,No Online Multiplayer, , , ,Star Wars Series
9076,72,UEFA EURO 2016,PS4,6.3,"Apr 21, 2016","Sim, Soccer, Sports, Team",Konami,Konami,E, , , , , ,
9077,72,Minecraft: Story Mode - Episode 5: Order Up!,PS4,6.1,"Mar 29, 2016","Action Adventure, Adventure, Linear, Point-and-Click",Telltale Games,Telltale Games,E10+, , , , , ,Minecraft Series
9078,72,Just Cause 3: Sky Fortress,PS4,7.2,"Mar 15, 2016","Action Adventure, Open-World",Avalanche Studios,Square Enix, , , , , , ,Just Cause Series
9079,72,Valley,PS4,7.1,"Aug 23, 2016","Action Adventure, Open-World",Blue Isle Studios,Blue Isle Studios,T, , , , , ,
9080,72,Action Henk,XONE,tbd,"Mar 4, 2016","2D, 3D, Action, Platformer",RageSquid,RageSquid,E, , , , , ,
9081,72,Anima: Gate of Memories,XONE,8.3,"Jun 3, 2016","Action RPG, Role-Playing",Anima Project,Badland Games,T, , , , ,http://www.gateofmemories.com/,
9082,72,Destiny: Rise of Iron,PS4,4.8,"Sep 20, 2016","Action, Arcade, First-Person, Shooter",Bungie,Activision, , , , , , ,
9083,72,Steep,XONE,6.5,"Dec 2, 2016","Individual, Ski / Snowboard, Sports",Ubisoft Annecy,Ubisoft,T, , , , , ,
9084,72,Disney Art Academy,3DS,7,"May 13, 2016","Application, Edutainment, Miscellaneous",Headstrong Games,Nintendo,E, , , , , ,Art Academy Series
9085,72,Until Dawn: Rush of Blood,PS4,7.7,"Oct 13, 2016","Action, Rail, Shooter",SuperMassive Games,SCEA,M, , ,PlayStation VR Required, , ,Until Dawn Series
9086,72,The Deadly Tower of Monsters,PS4,7,"Jan 19, 2016","Action Adventure, General, Linear",ACE Team,Atlus,T, , , , , ,
9087,72,Republique,PS4,5.9,"Mar 22, 2016","Action Adventure, Linear","Camouflaj, LLC",GungHo,M, , , , ,https://itunes.apple.com/nz/app/republique/id687888390,
9088,72,Valkyrie Drive: Bhikkhuni,VITA,8,"Oct 11, 2016","2D, 3D, Action u""Beat-Em-Up""",Marvelous Inc.,PQube,M, ,Up to 4 Players, , , ,
9089,72,Neon Chrome,XONE,tbd,"May 31, 2016","Action u""Shoot-Em-Up"", Shooter, Top-Down","10tons Entertainment, 10tons",10tons Entertainment,T, , , , , ,
9090,72,Screencheat,XONE,tbd,"Mar 1, 2016","Action, Arcade, First-Person, Shooter, Tactical",Samurai Punk,Surprise Attack,E10+, , , , , ,
9091,72,Cities: Skylines - Snowfall,PC,6.7,"Feb 18, 2016","Government, Management, Strategy",Colossal Order,Paradox Interactive,E, , , , , ,Cities in Motion Series
9092,72,Dragon Ball: Fusions,3DS,8,"Nov 22, 2016","Role-Playing, Trainer",Ganbarion,Bandai Namco Games,T, ,No Online Multiplayer, , , ,Dragon Ball Series
9093,72,Lichtspeer,PC,7.7,"Sep 27, 2016","Action Adventure, General",Lichthund,Lichthund, , ,No Online Multiplayer, , , ,
9094,72,Mordheim: City of the Damned,PS4,6,"Oct 18, 2016","General, Strategy, Tactics, Turn-Based",Rogue Factor,Focus Home Interactive,M, ,2 Players, , , ,
9095,72,Total War: WARHAMMER - Call of the Beastmen,PC,4.2,"Jul 28, 2016","General, Strategy, Turn-Based",Creative Assembly,Sega, , , , , , ,Total War Series
9096,72,Demetrios - The BIG Cynical Adventure,PC,7.6,"May 31, 2016","Adventure, Point-and-Click",COWCAT,COWCAT, , ,No Online Multiplayer, , , ,
9097,71,Dead Rising Triple Pack,PS4,6.7,"Sep 13, 2016",Action Adventure,Capcom,Capcom, , , , , , ,
9098,71,Toy Odyssey: The Lost and Found,XONE,tbd,"Sep 21, 2016","2D, Action, Platformer",Hikergames,Digital Smash,E10+, , , , , ,
9099,71,Grow Up,PC,7.4,"Aug 16, 2016","Action Adventure, Open-World",Ubisoft Reflections,Ubisoft,E, ,No Online Multiplayer, , , ,
9100,71,Dead Rising Triple Pack,XONE,tbd,"Sep 13, 2016",Action Adventure,Capcom,Capcom, , , , , , ,
9101,71,Bound,PS4,7.1,"Aug 16, 2016","3D, Action, Platformer","SCE Santa Monica, Plastic Studios",SCEA,E10+, , ,PlayStation VR Compatible, , ,
9102,71,LEGO Marvel's Avengers,XONE,5.3,"Jan 26, 2016","Action Adventure, General",TT Games,Warner Bros. Interactive Entertainment,E10+, ,No Online Multiplayer, , , ,LEGO Series
9103,71,Steep,PS4,6.5,"Dec 2, 2016","Individual, Ski / Snowboard, Sports",Ubisoft Annecy,Ubisoft,T, ,Up to 4 Players, , , ,
9104,71,Job Simulator,PS4,7,"Oct 13, 2016","Action, Career, General, Simulation, Virtual",Owlchemy Labs,Owlchemy Labs,E10+, , ,"Move Required, PlayStation VR Required PlayStation VR Required", , ,
9105,71,Dead by Daylight,PC,6.7,"Jun 14, 2016","Action Adventure, Survival",Behaviour Interactive,Starbreeze,M, ,Online Multiplayer, , , ,
9106,71,Deponia,PS4,6.2,"Dec 1, 2016","Adventure, General",Daedalic Entertainment,THQ Nordic,T, , , , ,http://store.steampowered.com/app/214340/,Deponia Series
9107,71,Tumblestone,XONE,4.8,"Jul 16, 2016","Puzzle, Stacking",Ty Taylor and Mario Castaneda,Ty Taylor and Mario Castaneda,E, , , , , ,
9108,71,Factotum 90,XONE,5.9,"Feb 10, 2016","Action, Puzzle",TACS Games,TACS Games,E, , , , , ,
9109,71,Megadimension Neptunia VII,PS4,7.2,"Feb 2, 2016","Japanese-Style, Role-Playing","Idea Factory, Compile Heart",Idea Factory,T, ,No Online Multiplayer, , , ,Hyperdimension Neptunia Series
9110,71,Battleborn,XONE,7.2,"May 3, 2016","Action, Arcade, First-Person, Sci-Fi, Shooter",Gearbox Software,2K Games,T, , , , ,http://battleborn.com/,
9111,71,Klang,PC,tbd,"Sep 22, 2016","Action, Music, Rhythm",Tinimations,Snow Cannon Games, , ,No Online Multiplayer, , , ,
9112,71,Hitman - Episode 4: Bangkok,PS4,7.1,"Aug 16, 2016","Action Adventure, General",Io Interactive,Square Enix, , , , , , ,Hitman Series
9113,71,Corpse Party,PC,7.3,"Apr 25, 2016","Action Adventure, Survival",Mages.,XSEED Games, , ,No Online Multiplayer, , , ,Corpse Party Series
9114,71,Song of the Deep,PC,6.8,"Jul 12, 2016","Action Adventure, General",Insomniac Games,Insomniac Games,E, ,No Online Multiplayer, , , ,
9115,71,Mantis Burn Racing,PS4,7.1,"Oct 12, 2016","Arcade, Automobile, Racing",VooFoo Studios,VooFoo Studios,E10+, , , , , ,
9116,71,Fenix Furia,PS4,5,"Jun 7, 2016","2D, Action, Platformer",Green Lava Studios,Green Lava Studios,E, , , , ,http://www.fenixrage.com/,
9117,71,LEGO Marvel's Avengers,PS4,7.1,"Jan 26, 2016","Action Adventure, General",TT Games,Warner Bros. Interactive Entertainment,E10+, ,No Online Multiplayer, , , ,LEGO Series
9118,71,Aragami,PS4,7.1,"Oct 10, 2016","Action Adventure, General",Lince Works,Maximum Games,M, ,2 Players, , , ,
9119,71,Fragments of Him,XONE,7.3,"Jun 1, 2016","Adventure, Visual Novel",Sassybot,Sassybot,M, , , , , ,
9120,71,The Detail,PC,6.8,"Apr 28, 2016","Adventure, General",Rival Games Ltd,Rival Games Ltd, , ,No Online Multiplayer, , , ,
9121,71,Tachyon Project,PS4,6,"Jan 19, 2016","Action u""Shoot-Em-Up"", Shooter, Top-Down",Eclipse Games,Eclipse Games,E, , , , , ,
9122,71,Stranger of Sword City,VITA,8,"Apr 26, 2016","General, Role-Playing",Experience Inc.,NIS America,T, ,No Online Multiplayer, , , ,
9123,71,Sebastien Loeb Rally Evo,PS4,7.6,"Jan 29, 2016","General, Racing",Milestone S.r.l,Square Enix,E, ,Up to 16 Players, , ,http://sebastienloebrallyevo.com/,
9124,71,Dark Souls III: Ashes of Ariandel,PS4,7.2,"Oct 25, 2016","Action RPG, Role-Playing",From Software,Bandai Namco Games,M, , , , , ,Dark Souls Series
9125,71,Uno,PS4,6.3,"Aug 16, 2016","Board / Card Game, Miscellaneous",Ubisoft Chengdu,Ubisoft,E, ,Up to 4 Players, , ,https://www.ubisoft.com/en-US/game/uno/,Uno Series
9126,71,Oceanhorn: Monster of Uncharted Seas,XONE,8.1,"Sep 7, 2016","Action Adventure, Open-World",Cornfox & Bros.,Cornfox & Bros.,E10+, , , , , ,
9127,71,EVE: Valkyrie,PS4,6.8,"Oct 13, 2016","Action, Combat, General, Simulation, Space",CCP,CCP,T, ,Up to 16 Players,PlayStation VR Compatible PlayStation VR Required, ,https://www.evevalkyrie.com/,EVE Online Series
9128,71,Aragami,PC,7.2,"Oct 4, 2016","Action Adventure, General",Lince Works,Lince Works,M, ,Online Multiplayer, , , ,
9129,71,Dreamfall Chapters,PC,7.7,"Jun 17, 2016","3D, Adventure, Fantasy, Third-Person",Red Thread Games,Red Thread Games, , ,No Online Multiplayer, , ,http://www.kickstarter.com/projects/redthread/dreamfall-chapters-the-longest-journey,Longest Journey Series
9130,71,Crazy Machines 3,PC,6.5,"Oct 18, 2016","Action, Puzzle","FAKT Software GmBH, FAKT Software",Daedalic Entertainment, , ,No Online Multiplayer,HTC Vive, , ,Crazy Machines Series
9131,71,Exist Archive: The Other Side of the Sky,VITA,8.1,"Oct 18, 2016","Japanese-Style, Role-Playing",Tri-Ace,Aksys Games,T, , , , , ,
9132,71,Assassin's Creed: The Ezio Collection,XONE,7.2,"Nov 15, 2016","Compilation, Miscellaneous",Ubisoft Montreal,Ubisoft,M, , , , , ,Assassin\'s Creed Series
9133,71,Samurai Warriors 4 Empires,PS4,7.1,"Mar 15, 2016","3D, Action u""Beat-Em-Up""",Omega Force,Koei Tecmo Games,T, , , , , ,Samurai Warriors Series
9134,71,Riptide GP: Renegade,PS4,6.6,"Jul 26, 2016","Arcade, Futuristic, General, Racing",Vector Unit,Vector Unit,E10+, ,Up to 8 Players, , , ,
9135,71,Chambara,PS4,6,"Jul 26, 2016","Action, General",team ok,team ok,E10+, , , , , ,
9136,71,The Climb,PC,7.2,"Apr 28, 2016","Action Adventure, General",Crytek, , , , ,Oculus Rift, , ,
9137,71,Transport Fever,PC,7.3,"Nov 8, 2016","Business / Tycoon, Management, Strategy",Urban Games,Gambitious, , ,No Online Multiplayer, , , ,
9138,71,Edge of Nowhere,PC,6.6,"Jun 6, 2016","Action Adventure, General",Insomniac Games,Oculus Studios, , , ,Oculus Rift, , ,
9139,71,Amazing Discoveries In Outer Space,PS4,6.4,"Feb 2, 2016","Action, Action Adventure, General, Open-World",Cosmic Picnic,Cosmic Picnic,E, , , , , ,
9140,71,The Walking Dead: Michonne - Episode 3: What We Deserve,PC,7.2,"Apr 26, 2016","3D, Adventure, Third-Person",Telltale Games,Telltale Games, , , , , , ,The Walking Dead Series
9141,71,Halcyon 6: Starbase Commander,PC,7.6,"Sep 8, 2016","Strategy, Tactics, Turn-Based","Massive Damage, Inc.","Massive Damage, Inc.", , ,No Online Multiplayer, , , ,
9142,71,Fairy Fencer F: Advent Dark Force,PS4,6.8,"Jul 26, 2016","General, Japanese-Style, Role-Playing",Compile Heart,Idea Factory,T, ,No Online Multiplayer, , , ,Galapagos RPG Series
9143,71,Sherlock Holmes: The Devil's Daughter,PS4,7.1,"Oct 25, 2016","Adventure, General",Frogwares,Bigben Interactive,T, , , , , ,Sherlock Holmes Series
9144,71,No Man's Sky,PS4,4.6,"Aug 9, 2016","Action, Action Adventure, General, Open-World",Hello Games,SCEA,T, ,No Online Multiplayer, , , ,
9145,70,Sheltered,PS4,6.4,"Mar 15, 2016","Defense, Real-Time, Strategy",Unicube,Team 17,T, , , , , ,
9146,70,Deadlight: Director's Cut,PS4,6.6,"Jun 21, 2016","2D, Action, Platformer",Tequila Works,Deep Silver,M, , , , , ,
9147,70,I Am Setsuna,PC,7.2,"Jul 19, 2016","Japanese-Style, Role-Playing",Tokyo RPG Factory,Square Enix,E10+, ,No Online Multiplayer, , ,http://www.iamsetsuna.com/us/,
9148,70,Brigador,PC,7.6,"Jun 2, 2016","Action, General",Stellar Jockeys,Stellar Jockeys, , ,No Online Multiplayer, , , ,
9149,70,God Eater Resurrection,PS4,7.2,"Jun 29, 2016","Action RPG, Role-Playing","Shift, Bandai Namco Games",Bandai Namco Games,T, ,Up to 4 Players, , , ,Gods Eater Series
9150,70,The Walking Dead: Michonne - Episode 1: In Too Deep,PS4,7.1,"Feb 23, 2016","3D, Adventure, Third-Person",Skybound LLC,Telltale Games,M, , , , , ,The Walking Dead Series
9151,70,Obliteracers,PS4,tbd,"Jul 20, 2016","Arcade, Futuristic, Racing",Varkian Empire,Deck 13,E, ,Up to 16 Players, , ,https://www.microsoft.com/en-us/store/p/obliteracers/bwxcgz7t8x0d,
9152,70,Human: Fall Flat,PC,7.6,"Jul 22, 2016","Action Adventure, General",No Brakes Games,Curve Digital, , ,Online Multiplayer, , , ,
9153,70,Hitman - Episode 5: Colorado,PS4,7.2,"Sep 27, 2016","Action Adventure, General",Io Interactive,Square Enix, , , , , , ,Hitman Series
